r ed_1 ed_err_1 ed_2 ed_err_2 cc_ed_1 cc_err_1 cc_ed_2 cc_err_2 cs_ed_1 cs_err_1 cs_ed_2 cs_err_2 sc_ed_1 sc_err_1 sc_ed_2 sc_err_2 ss_ed_1 ss_err_1 ss_ed_2 ss_err_2
1.1294627058970832 0.0398116134016397 0.000833543789426505 0.04932667698368452 0.0009826117628045543 0.0 0.0 0.025624302500950446 0.0007187581106391186 0.0027374941325469795 0.00013336154200631364 0.019098958587887675 0.00044708089681813596 0.004533196742380686 0.0001900481868947502 0.0023049231136000334 0.0003178149060637711 0.03254092252671322 0.0007195109722736158 0.0022984927812461126 0.00021927118654550124
1.42190930212764 0.027794845502467247 0.0010300566081292636 0.051961236203490184 0.0012581486169643361 0.0 0.0 0.024835706855394418 0.0007002109134918807 0.0010628498237244403 0.00010005128585633456 0.020741086732904476 0.0005083815737797248 0.001736812950638981 0.00013355212267853153 0.0037225086879705076 0.00039561257278793925 0.024995182728099866 0.000881937850043034 0.002661933927221914 0.00017780752995850036
1.7900777537149961 0.018039969132208053 0.0010634909826761697 0.052868496016419436 0.0009602873682226587 0.0 0.0 0.025118584443887683 0.0007316615845607142 0.00035980998888982956 5.826839628899697e-05 0.020410954021475282 0.00039832166068871146 0.0005156536595492048 5.3585624457809365e-05 0.004740877402172488 0.0002212839939080115 0.017164505483767457 0.0010132582235835522 0.002598080148881727 0.0002770985546886221
2.2535743732392293 0.009709120656969087 0.0008582967334150102 0.05205286582466587 0.0010266775780723098 0.0 0.0 0.025342136011027243 0.0006578041349202653 6.602936897832736e-05 1.8185632811319665e-05 0.017717894320928025 0.00048129149398574864 7.171979098003644e-05 2.2422189499495068e-05 0.005938613951027551 0.00036351744653810835 0.00957137149701107 0.0008386720441830515 0.0030542215416792325 0.0002997320970796619
2.8370820458389785 0.003357439110564028 0.00047581500523959536 0.04924194530539908 0.0008229095804800179 0.0 0.0 0.024512622208362967 0.0005781749734339256 0.0 0.0 0.015201714744483685 0.0004678148714597435 0.0 0.0 0.006626549255828085 0.00026661419539222815 0.0033574391105637234 0.00047581500523932523 0.0029010590967215835 0.00019567097160357367
3.5716746828516746 0.0007209714044593328 0.00020575676775207722 0.04183665527924894 0.0007221193972289696 0.0 0.0 0.02212297249882876 0.0005263941512516896 0.0 0.0 0.01160483165726802 0.00033472018401246216 0.0 0.0 0.005709927921185489 0.0002325415107660444 0.0007209714044592711 0.00020575676775223958 0.002398923201962373 0.0001999291424409109
4.4964720209038465 5.570287286129736e-05 3.803317190526742e-05 0.035449233158257404 0.000539681493053667 0.0 0.0 0.019659343756250676 0.00033813227820428594 0.0 0.0 0.009255333439601204 0.0003398193313725243 0.0 0.0 0.004362699993813866 0.00014756309826741512 5.5702872861300684e-05 3.803317190528066e-05 0.0021718559685977652 0.00016862327081967703
5.6607228905373255 0.0 0.0 0.029081181324546696 0.0006146564388711083 0.0 0.0 0.016849706222016682 0.0003542949393689207 0.0 0.0 0.007138459213531513 0.00020756525393427 0.0 0.0 0.0034759437075539052 0.00014552189574082908 0.0 0.0 0.001617072181434115 0.00010915929505566853
7.1264278960223715 0.0 0.0 0.02389653536917671 0.000447531057337318 0.0 0.0 0.013857867334572374 0.0002894203471116739 0.0 0.0 0.00605671251709062 0.00016845371288831708 0.0 0.0 0.0026690296238076282 0.00011954525665466358 0.0 0.0 0.0013129258936990021 9.135663636297808e-05
8.971641173621403 0.0 0.0 0.019687500848275915 0.0004396204917647499 0.0 0.0 0.011480297869854465 0.00026330547034895984 0.0 0.0 0.005009863464318044 0.00017897688314269416 0.0 0.0 0.0022145869809917667 8.967152768075444e-05 0.0 0.0 0.0009827525331777773 9.77854484767309e-05
11.294627058970828 0.0 0.0 0.015575458559143456 0.0003348310612318528 0.0 0.0 0.009135123710611613 0.00021566418241679818 0.0 0.0 0.0038989035269648173 0.00010432079925943132 0.0 0.0 0.0017513008312703914 8.315597205394524e-05 0.0 0.0 0.0007901304902547758 6.817750150405395e-05
14.219093021276393 0.0 0.0 0.0125086788238071 0.00025199241873753253 0.0 0.0 0.007398279643442823 0.00014087319528232811 0.0 0.0 0.003216622883028122 9.361741328412363e-05 0.0 0.0 0.0013108386059710647 7.298942023723504e-05 0.0 0.0 0.0005829376913336132 4.682708262982323e-05
17.900777537149956 0.0 0.0 0.009599818499368947 0.0002185541086215787 0.0 0.0 0.005762484822393724 0.000136539050674954 0.0 0.0 0.002378977321547205 8.408273016362954e-05 0.0 0.0 0.0010038652703739093 6.454275997054024e-05 0.0 0.0 0.00045449108509559914 3.822272227845668e-05
22.53574373239229 0.0 0.0 0.0072602590712160225 0.0002117926404976564 0.0 0.0 0.004363192150232279 0.00013160454257930615 0.0 0.0 0.0018377403057544966 5.897412668617878e-05 0.0 0.0 0.0007242777210431059 6.413566155456582e-05 0.0 0.0 0.0003350488942184506 2.7088216169394775e-05
28.370820458389794 0.0 0.0 0.0051300476040303175 0.0002069707367085452 0.0 0.0 0.0030906746565186544 0.00013551891391182707 0.0 0.0 0.0013434006108054928 5.224550885536787e-05 0.0 0.0 0.0004888557354029581 4.574021949740132e-05 0.0 0.0 0.00020711660125540218 2.2570357631728226e-05
35.71674682851674 0.0 0.0 0.003445773252196436 0.00017752100474487386 0.0 0.0 0.0020776269893216567 0.00011387961308674745 0.0 0.0 0.0008625282541132595 5.01659976181259e-05 0.0 0.0 0.0003429758675863281 3.965113606443787e-05 0.0 0.0 0.00016264214103701207 1.6479448377699674e-05
44.96472020903845 0.0 0.0 0.002305647777693563 0.00013861186381127651 0.0 0.0 0.0014027979249064506 8.542945465345003e-05 0.0 0.0 0.0005742665760009994 3.023700396556667e-05 0.0 0.0 0.00023002659561779243 3.542651182319821e-05 0.0 0.0 9.85566812146106e-05 1.2890933324495773e-05
56.60722890537326 0.0 0.0 0.001414827496232406 0.00015776132812208606 0.0 0.0 0.0008627914562684342 0.0001014003830664159 0.0 0.0 0.00034556352354565394 3.530369718561124e-05 0.0 0.0 0.00014783551748184516 3.801165025976836e-05 0.0 0.0 5.863699898017266e-05 1.3638079216205668e-05
